"Mês/Ano";"Tipo";"Tipo de Favorecido";"UF";"Nome do Favorecido";"CPF/CNPJ";"Município";"Função";"Programa Orçamentário";"Ação Orçamentária";"Linguagem Cidadã";"Valor Transferido";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"06.303.807/0001-80";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.122,16";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR NOSSA SENHORA DO MONTE";"17.041.792/0001-45";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.630,44";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSORA MARIA JOSE BEZERRA";"27.674.328/0001-40";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.843,95";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"05.731.364/0001-65";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.620,35";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA DA ESCOLA MUNICIPAL ALTO DA MACAIBA";"07.674.756/0001-65";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.294,00";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSOR SALVIO SANTOS FARIAS";"28.206.422/0001-37";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.079,72";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DO CEMEI PROFESSORA MARIA DE FATIMA DA SILVA";"26.333.736/0001-75";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.960,41";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"03.257.073/0001-51";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.708,08";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSOR MARCONIEDSON RODRIGUES MOREIRA";"32.308.872/0001-08";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.859,74";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR SALOMAO RODRIGUES VILELA";"01.929.582/0001-58";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.173,92";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA INSTITUTO PRESBITERIANO DE HELIOPOLIS";"33.016.568/0001-50";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.137,18";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA DA ESCOLA MUNICIPAL PROFESSOR JOAO FRANCISCO DE SOUZA";"11.291.892/0001-43";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.400,37";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR PADRE DEHON";"06.871.224/0001-55";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.882,77";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"20.510.356/0001-82";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.978,28";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"06.847.852/0001-03";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.875,53";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL PROFESSORA LENITA RIBEIRO DE CASTRO";"26.788.642/0001-90";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.490,95";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA CABO COBRINHA";"33.016.507/0001-92";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.449,28";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"FUNDACAO DE APOIO AO DESENVOLVIMENTO DA UNIVERSIDADE FEDERAL DE PERNAMBUCO";"11.735.586/0001-59";"RECIFE";"Ciência e Tecnologia";"TECNOLOGIAS APLICADAS, INOVACAO E DESENVOLVIMENTO SUSTENTAVE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"1.787.100,00";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR JAIME LUNA";"01.929.585/0001-91";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"7.217,67";
"12/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"03.904.395/0001-45";"JABOATÃO DOS GUARARAPES";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"1.615.672,25";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"06.278.970/0001-30";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.046,60";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"23.826.814/0001-85";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.915,12";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR PRO-MENOR";"03.507.026/0001-19";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.419,78";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.940.693/0001-65";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.138,72";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR PROFESSORA IZABEL BURITY";"10.938.830/0001-18";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.251,56";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL NOVA DIVINEA";"03.352.087/0001-54";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.991,99";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL CHICO MENDES";"01.937.674/0001-80";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.296,85";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"04.450.432/0001-55";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.224,91";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DO CEMEI - PROF SIMONE PATRICIA FERREIRA DA SILVA";"16.806.300/0001-00";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.598,09";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR RECANTO DA ARTE E DO SABER";"01.980.031/0001-19";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.843,95";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL RURAL MARIA ANGELA DE ALBUQUERQUE MARANHAO";"03.214.623/0001-55";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.769,93";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.938.962/0001-59";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.894,94";
"12/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"41.090.291/0001-33";"RECIFE";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"5.196.578,75";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"11.289.617/0001-95";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.698,76";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL DE TEMPO INTEGRAL VIDAL DE NEGREIROS";"01.954.631/0001-02";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.488,10";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR DA ESCOLA MUNICIPAL EBENEZER GUEIROS";"17.063.946/0001-08";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.109,22";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO-EDUCATIVO DA ESCOLA POETISA FRANCISCA IZIDORA";"03.216.712/0001-30";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.785,72";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUATIVO";"08.430.052/0001-00";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.881,23";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSENHO ESCOLAR JOSE BRASILEIRO VILA NOVA";"01.929.580/0001-69";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.182,47";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.961.126/0001-95";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.444,89";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.946.442/0001-98";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.598,09";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR MONSENHOR TARCISIO FALCAO";"13.886.337/0001-90";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.082,57";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA SARA KUBITSCHEK";"15.054.520/0001-54";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.611,03";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA EZEQUIEL VENTURA DOS SANTOS";"34.167.921/0001-65";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.468,69";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DO CEMEI PROF LUIZ DE CARVALHO ARCOVERDE";"35.929.536/0001-70";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.756,99";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR BENJAMIN CONSTANT";"10.370.082/0001-10";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.862,59";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.940.818/0001-57";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.720,25";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA DA ESCOLA MUNICIPAL SHEKINA";"27.848.281/0001-93";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.533,39";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.937.683/0001-70";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.652,70";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA DO CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA NORMA COELHO";"12.139.972/0001-40";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.850,42";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO - CISE";"03.231.618/0001-50";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.584,38";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.953.497/0001-25";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.371,64";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA DO CONSELHO ESCOLAR DA ESCOLA DJALMA FARIAS";"11.027.230/0001-60";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.708,08";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"01.934.018/0001-23";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.633,29";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"17.226.083/0001-34";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.914,35";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA ANTONIO ALVES CAVALCANTE";"32.964.202/0001-40";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.711,70";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DA ESCOLA MUNICIPAL NOVO HORIZONTE";"07.065.503/0001-94";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.245,09";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"UNIDADE EXECUTORA CONSELHO ESCOLAR DA ESCOLA MUNICIPAL DOM JOAO CRISOSTOMO";"27.478.553/0001-00";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.112,84";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR RANSER ALEXANDRE GOMES";"01.929.592/0001-93";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.179,62";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"BANCO ESCOLAR BASE RURAL MARGARIDA ALVES";"03.507.077/0001-40";"OLINDA";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.902,18";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Empresariais Privadas";"PE";"INDK.ME - DESENVOLVIMENTO WEB E MOBILE LTDA";"19.541.959/0001-62";"RECIFE";"Ciência e Tecnologia";"TECNOLOGIAS APLICADAS, INOVACAO E DESENVOLVIMENTO SUSTENTAVE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"467.000,00";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR DO CEMEI PROFESSORA MARIA JOSE DA SILVA";"35.811.931/0001-54";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.879,92";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"05.304.649/0001-10";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.419,78";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRAAO SOCIO EDUCATIVO";"04.451.121/0001-00";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"2.753,37";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO-EDUCATIVO";"03.202.609/0001-31";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.007,78";
"12/2020";"Legais, Voluntárias e Específicas";"Fundo Público";"PE";"FUNDO MUNICIPAL DE SAUDE";"09.342.856/0001-10";"GARANHUNS";"Saúde";"ATENCAO ESPECIALIZADA A SAUDE";"ENFRENTAMENTO DA EMERGENCIA DE SAUDE PUBLICA DE IMPORTANCIA INTERNACIONAL DECORRENTE DO CORONAVIRUS";"Sem informação";"287.599,00";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"ESCOLA PROFESSOR COSTA PINTO";"03.593.516/0001-85";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"4.137,95";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR SILVINO ALMEIDA DE OLIVEIRA";"01.929.590/0001-02";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"6.447,74";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR LUIZ TENORIO";"33.933.688/0001-11";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.490,95";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO DE INTEGRACAO SOCIO EDUCATIVO";"04.405.271/0001-88";"JABOATÃO DOS GUARARAPES";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.976,20";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR CAPITAO TOMAS MAIA";"03.208.136/0001-80";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"3.083,34";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR LUIZ DE SOUZA CAVALCANTE";"03.180.251/0001-93";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"1.472,31";
"12/2020";"Legais, Voluntárias e Específicas";"Entidades Sem Fins Lucrativos";"PE";"CONSELHO ESCOLAR GOVERNADOR MIGUEL ARRAES";"13.897.734/0001-67";"GARANHUNS";"Educação";"EDUCACAO BASICA DE QUALIDADE";"DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"PDDE";"5.567,82";
